Nom,Adresse,Ville,Metier_normalise,Heures_ouverture,Nombre_avis,Note,Jours_fermeture,Date_introduction,Date_verification,Filtré,Actif
La Fabriquerie,"71 Av. de la Corse, 13007 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,lundi: Fermé; mardi: 10:00 – 19:30; mercredi: 10:00 – 19:30; jeudi: 10:00 – 19:30; vendredi: 10:00 – 19:30; samedi: 10:00 – 19:30; dimanche: Fermé,111,4.7,2,2025-10-22,2025-10-24,Non,Oui
La ferme de la forêt fruitière,"Chem. du Mans, 38430 Moirans, France",Moirans,Superette,Non disponible,0,0.0,0,2025-10-22,2025-10-24,Non,Oui
La Ferme des Saveurs Magasin de producteurs,"160 Chem. de Boreas, 38340 Voreppe, France",Voreppe,Superette,lundi: Fermé; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: Fermé,108,4.5,2,2025-10-22,2025-10-24,Non,Oui
La Fine Equipe Marseille Provence,"BAT LE SHANGHAI, 3 Rue d'Eylau, 13006 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,lundi: 09:00 – 17:00; mardi: 09:00 – 17:00; mercredi: 09:00 – 17:00; jeudi: 09:00 – 17:00; vendredi: 09:00 – 17:00; samedi: 09:00 – 17:00; dimanche: 09:00 – 17:00,79,4.8,0,2025-10-22,2025-10-24,Non,Oui
La French Cuisine,"9B Rpe Saint-Maurice, 13007 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,lundi: 09:00 – 22:00; mardi: 09:00 – 22:00; mercredi: 09:00 – 22:00; jeudi: 09:00 – 22:00; vendredi: 09:00 – 22:00; samedi: Fermé; dimanche: Fermé,150,4.7,2,2025-10-22,2025-10-24,Non,Oui
La Grappe à fromages - Lionel Pezeire,"433 Rte de Saint-Jean, 38500 Coublevie, France",Coublevie,Vin_Spritueux,"lundi: Fermé; mardi: 09:00 – 12:30, 15:30 – 19:30; mercredi: 09:00 – 12:30, 15:30 – 19:30; jeudi: 09:00 – 12:30, 15:30 – 19:30; vendredi: 08:30 – 12:30, 15:00 – 19:30; samedi: 08:30 – 12:30, 15:00 – 19:30; dimanche: 09:00 – 12:30",57,4.4,1,2025-10-22,2025-10-24,Non,Oui
La Laiterie Marseillaise,"86 Rue Sainte, 13007 Marseille, France",Marseille,Fromagerie_Laiterie,"lundi: Fermé; mardi: 16:00 – 19:30; mercredi: 10:00 – 13:00, 16:00 – 19:30; jeudi: 10:00 – 13:00, 16:00 – 19:30; vendredi: 10:00 – 13:00, 16:00 – 19:30; samedi: 10:00 – 13:00, 15:00 – 19:30; dimanche: Fermé",139,4.8,2,2025-10-22,2025-10-24,Non,Oui
La Maison d'Eric,"101 Rue Consolat, 13001 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,lundi: 08:00 – 18:00; mardi: 08:00 – 18:00; mercredi: 08:00 – 18:00; jeudi: 08:00 – 18:00; vendredi: 08:00 – 18:00; samedi: 08:00 – 18:00; dimanche: Fermé,23,4.8,1,2025-10-22,2025-10-24,Non,Oui
La Maison Marin,"41 Rue Emile Zola, 13009 Marseille, France",Marseille,Fromagerie_Laiterie,"lundi: Fermé; mardi: 09:30 – 13:00, 15:00 – 19:00; mercredi: 09:30 – 13:00, 15:00 – 19:00; jeudi: 09:30 – 13:00, 15:00 – 19:00; vendredi: 09:30 – 13:00, 15:00 – 19:00; samedi: 09:30 – 13:00, 15:00 – 19:00; dimanche: 09:00 – 13:00",59,4.9,1,2025-10-22,2025-10-24,Non,Oui
La Meulerie - Davso,"1 Rue Breteuil, 13001 Marseille, France",Marseille,Fromagerie_Laiterie,lundi: 10:00 – 19:30; mardi: 10:00 – 19:30; mercredi: 10:00 – 19:30; jeudi: 10:00 – 19:30; vendredi: 10:00 – 19:30; samedi: 10:00 – 19:30; dimanche: Fermé,93,4.8,1,2025-10-22,2025-10-24,Non,Oui
La Meulerie - Fromagerie,"9 Grand Rue, 13002 Marseille, France",Marseille,Fromagerie_Laiterie,"lundi: 10:00 – 14:00, 16:00 – 19:30; mardi: 10:00 – 14:00, 16:00 – 19:30; mercredi: 10:00 – 14:00, 16:00 – 19:30; jeudi: 10:00 – 14:00, 16:00 – 19:30; vendredi: 10:00 – 14:00, 16:00 – 19:30; samedi: 10:00 – 15:30, 16:30 – 19:30; dimanche: Fermé",325,4.9,1,2025-10-22,2025-10-24,Non,Oui
La Meulerie Malmousque - Fromagerie,"249 Cor Président John Fitzgerald Kennedy, 13007 Marseille, France",Marseille,Fromagerie_Laiterie,lundi: Fermé; mardi: 11:00 – 19:00; mercredi: 11:00 – 19:00; jeudi: 11:00 – 19:00; vendredi: 11:00 – 19:00; samedi: 10:00 – 19:00; dimanche: 10:00 – 18:00,154,4.8,1,2025-10-22,2025-10-24,Non,Oui
La nouvelle boucherie,"137 Bd de Pont de Vivaux, 13010 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,"lundi: 09:00 – 19:15; mardi: 09:00 – 19:15; mercredi: 09:00 – 19:15; jeudi: 09:00 – 19:15; vendredi: 09:00 – 12:30, 14:30 – 19:15; samedi: 09:00 – 19:15; dimanche: Fermé",287,4.4,1,2025-10-22,2025-10-24,Non,Oui
La nouvelle table du boulanger,"161 Chem. de Gibbes, 13014 Marseille, France",Marseille,Boulanger_Patissier,,,,,2025-10-22,2025-10-22,Non,Oui
La Rose Des Viandes,"145 Av. de la Rose, 13013 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,"lundi: Fermé; mardi: 08:00 – 19:00; mercredi: 08:00 – 19:00; jeudi: 08:00 – 19:00; vendredi: 08:00 – 12:30, 13:30 – 19:00; samedi: 08:00 – 19:00; dimanche: 08:00 – 19:00",195,4.4,1,2025-10-22,2025-10-24,Non,Oui
La Route des Vins,"486 Rue Paradis, 13008 Marseille, France",Marseille,Vin_Spritueux,"lundi: 09:30 – 13:00, 15:30 – 20:00; mardi: 09:30 – 13:00, 15:30 – 20:00; mercredi: 09:30 – 13:00, 15:30 – 20:00; jeudi: 10:00 – 13:00, 15:30 – 20:00; vendredi: 09:30 – 13:00, 15:30 – 20:00; samedi: 09:30 – 13:00, 15:30 – 20:00; dimanche: 10:00 – 13:00",56,4.7,0,2025-10-22,2025-10-24,Non,Oui
La Table de Cana Marseille - Traiteur événementiel,"ZA de Mourepiane, 467 Chem. du Littoral Lot 509, 13016 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,lundi: 08:30 – 18:30; mardi: 08:30 – 18:30; mercredi: 08:30 – 18:30; jeudi: 08:30 – 18:30; vendredi: 08:30 – 18:30; samedi: Fermé; dimanche: Fermé,115,4.7,2,2025-10-22,2025-10-24,Non,Oui
La Vie Claire,"131 Rte de Grenoble, 38500 Coublevie, France",Coublevie,Superette,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: Fermé,55,4.3,1,2025-10-22,2025-10-24,Non,Oui
La Vie Claire,"6 Rue Louis Leprince Ringuet, 38500 Voiron, France",Voiron,Superette,lundi: 08:30 – 19:00; mardi: 08:30 – 19:00; mercredi: 08:30 – 19:00; jeudi: 08:30 – 19:00; vendredi: 08:30 – 19:00; samedi: 08:30 – 19:00; dimanche: Fermé,29,4.1,1,2025-10-22,2025-10-24,Non,Oui
La Vinotheque des Alpes,"106 Rue de la Liberté, 38180 Seyssins, France",Seyssins,Vin_Spritueux,"lundi: Fermé; mardi: 09:30 – 12:30, 14:30 – 19:00; mercredi: 09:30 – 12:30, 14:30 – 19:00; jeudi: 09:30 – 12:30, 14:30 – 19:00; vendredi: 09:30 – 12:30, 14:30 – 19:00; samedi: 09:30 – 12:30, 14:30 – 19:00; dimanche: Fermé",155,4.7,2,2025-10-22,2025-10-24,Non,Oui
Laiterie Gilbert,"67 Rue de la République, 38430 Moirans, France",Moirans,Fromagerie_Laiterie,"lundi: Fermé; mardi: 09:00 – 12:30, 15:30 – 19:00; mercredi: 09:00 – 12:30, 15:30 – 19:00; jeudi: 09:00 – 12:30, 15:30 – 19:00; vendredi: 09:00 – 12:30, 15:30 – 19:00; samedi: 09:00 – 12:30, 15:30 – 19:00; dimanche: Fermé",64,4.4,2,2025-10-22,2025-10-24,Non,Oui
Laiterie Gilbert,"67 Rue de la République, 38430 Moirans, France",Moirans,Superette,"lundi: Fermé; mardi: 09:00 – 12:30, 15:30 – 19:00; mercredi: 09:00 – 12:30, 15:30 – 19:00; jeudi: 09:00 – 12:30, 15:30 – 19:00; vendredi: 09:00 – 12:30, 15:30 – 19:00; samedi: 09:00 – 12:30, 15:30 – 19:00; dimanche: Fermé",64,4.4,2,2025-10-22,2025-10-24,Non,Oui
Laiterie Gilbert Marseille,"5 Rue Louis Rège, 13008 Marseille, France",Marseille,Fromagerie_Laiterie,"lundi: Fermé; mardi: 16:30 – 19:00; mercredi: 16:30 – 19:00; jeudi: 16:30 – 19:00; vendredi: 16:30 – 19:00; samedi: 10:00 – 12:30, 16:30 – 19:00; dimanche: Fermé",89,4.8,2,2025-10-22,2025-10-24,Non,Oui
LAMBERT & PREVOT NOTAIRES ASSOCIES,"67 Bd Longchamp, 13001 Marseille, France",Marseille,Notaire,,,,,2025-10-22,2025-10-22,Non,Oui
Le 6 vin - caviste,"6 Bd Vauban, 13006 Marseille, France",Marseille,Vin_Spritueux,"lundi: Fermé; mardi: 10:00 – 13:30, 16:00 – 20:00; mercredi: 10:00 – 13:30, 16:00 – 20:00; jeudi: 10:00 – 13:30, 16:00 – 20:00; vendredi: 10:00 – 13:30, 16:00 – 20:00; samedi: 10:00 – 13:30, 16:00 – 19:00; dimanche: Fermé",15,4.9,2,2025-10-22,2025-10-24,Non,Oui
Le Canon du Vieux-Port,"30 Cr Honoré d'Estienne d'Orves, 13001 Marseille, France",Marseille,Vin_Spritueux,lundi: 09:00 – 00:00; mardi: 09:00 – 00:00; mercredi: 09:00 – 00:00; jeudi: 09:00 – 02:00; vendredi: 09:00 – 02:00; samedi: 09:00 – 02:00; dimanche: 09:00 – 00:00,58,4.3,0,2025-10-22,2025-10-24,Non,Oui
Le Caveau Stéphanois,"118 Rte de L Aéroport, 38590 Saint-Étienne-de-Saint-Geoirs, France",Saint-Étienne-de-Saint-Geoirs,Vin_Spritueux,"lundi: Fermé; mardi: 09:00 – 12:00, 15:00 – 19:00; mercredi: 09:00 – 12:00, 15:00 – 19:00; jeudi: 09:00 – 12:30, 14:30 – 19:00; vendredi: 09:00 – 12:30, 14:30 – 19:00; samedi: 09:00 – 12:30, 14:30 – 19:00; dimanche: Fermé",279,4.8,2,2025-10-22,2025-10-24,Non,Oui
Le Chai Nous,"600 Rte de Saint-Quentin, 38210 Tullins, France",Tullins,Vin_Spritueux,"lundi: Fermé; mardi: 09:30 – 12:30, 15:00 – 19:30; mercredi: 10:00 – 12:30, 15:00 – 19:30; jeudi: 09:30 – 12:30, 15:00 – 19:30; vendredi: 09:30 – 12:30, 15:00 – 19:30; samedi: 09:30 – 19:00; dimanche: Fermé",18,4.6,2,2025-10-22,2025-10-24,Non,Oui
Le Chalet Provençal,"33 Bd Lord Duveen, 13008 Marseille, France",Marseille,Superette,lundi: 07:00 – 19:30; mardi: 07:00 – 19:30; mercredi: 07:00 – 19:30; jeudi: 07:00 – 19:30; vendredi: 07:00 – 19:30; samedi: 07:00 – 19:30; dimanche: 07:00 – 13:00,12,4.1,0,2025-10-22,2025-10-24,Non,Oui
Le Charolais...Boucherie...,"2 Av. de Toulon, 13006 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,"lundi: Fermé; mardi: 06:00 – 13:00, 15:30 – 19:30; mercredi: 06:00 – 13:00, 15:30 – 19:30; jeudi: 06:00 – 13:00, 15:30 – 19:30; vendredi: 06:00 – 13:00, 15:30 – 19:30; samedi: 06:00 – 13:00, 15:30 – 19:00; dimanche: Fermé",44,4.7,2,2025-10-22,2025-10-24,Non,Oui
Le Chaudron Provencal,"7 Pl. Notre Dame du Mont, 13006 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,"lundi: 08:00 – 13:30; mardi: 08:00 – 13:00, 16:00 – 19:00; mercredi: 08:00 – 13:00, 16:00 – 19:00; jeudi: 08:00 – 13:00, 16:00 – 19:00; vendredi: 08:00 – 13:00, 16:00 – 19:00; samedi: 08:00 – 13:30; dimanche: Fermé",21,4.9,1,2025-10-22,2025-10-24,Non,Oui
Le Coin des Epicuriens - Epicerie Fine Marseille & Cave à vins,"481 Av. de Mazargues, 13008 Marseille, France",Marseille,Superette,"lundi: Fermé; mardi: 10:00 – 13:00, 15:00 – 19:30; mercredi: 10:00 – 13:00, 15:00 – 19:30; jeudi: 10:00 – 13:00, 15:00 – 19:30; vendredi: 10:00 – 13:00, 15:00 – 19:30; samedi: 10:00 – 13:00, 15:00 – 19:30; dimanche: Fermé",238,4.9,2,2025-10-22,2025-10-24,Non,Oui
le comptoir des vins,"74 Av. de Mazargues, 13008 Marseille, France",Marseille,Vin_Spritueux,lundi: 09:30 – 19:45; mardi: 09:30 – 19:45; mercredi: 09:30 – 19:45; jeudi: 09:30 – 19:45; vendredi: 09:30 – 19:45; samedi: 09:30 – 19:45; dimanche: 09:30 – 12:30,141,3,0,2025-10-22,2025-10-24,Non,Oui
Le Comptoir Marseillais Des Viandes,"113 Av. de la Capelette, 13010 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,"lundi: Fermé; mardi: 08:30 – 13:00, 15:00 – 19:30; mercredi: 08:30 – 13:00, 15:00 – 19:30; jeudi: 08:30 – 13:00, 15:00 – 19:30; vendredi: 08:30 – 12:30, 14:30 – 19:30; samedi: 08:30 – 19:30; dimanche: 08:30 – 13:00",62,4.5,1,2025-10-22,2025-10-24,Non,Oui
Le coq gourmand,"39 Rue Fort Notre Dame, 13001 Marseille, France",Marseille,Vin_Spritueux,lundi: 14:00 – 19:30; mardi: 10:00 – 19:30; mercredi: 10:00 – 19:30; jeudi: 10:00 – 19:30; vendredi: 10:00 – 19:30; samedi: 10:00 – 19:30; dimanche: Fermé,42,4.8,1,2025-10-22,2025-10-24,Non,Oui
Le Jardin De Cantini,"Les Jardins de Castellane, 45 Av. Jules Cantini, 13006 Marseille, France",Marseille,Superette,lundi: 06:00 – 20:00; mardi: 06:00 – 20:00; mercredi: 06:00 – 20:00; jeudi: 06:00 – 20:00; vendredi: 06:00 – 20:00; samedi: 06:00 – 20:00; dimanche: 06:00 – 13:30,16,4.6,0,2025-10-22,2025-10-24,Non,Oui
Le Jardin de la Pointe Verte,"38 Passerelle Florian, 13010 Marseille, France",Marseille,Superette,lundi: Fermé; mardi: Fermé; mercredi: 08:30 – 19:00; jeudi: 08:30 – 19:00; vendredi: 08:30 – 19:00; samedi: 08:30 – 19:00; dimanche: 08:30 – 14:00,568,4.4,2,2025-10-22,2025-10-24,Non,Oui
Le Jardin de Phanelie,"10 Av. Raymond Tézier, 38500 Voiron, France",Voiron,Superette,"lundi: Fermé; mardi: 08:00 – 12:30; mercredi: 08:00 – 12:30, 15:00 – 19:00; jeudi: 08:00 – 12:30, 15:00 – 19:00; vendredi: 08:00 – 12:30, 15:00 – 19:00; samedi: 08:00 – 12:30, 15:00 – 18:45; dimanche: Fermé",30,4.8,2,2025-10-22,2025-10-24,Non,Oui
Le Marché Epicurien : épicerie fine à Marseille,"8 Boulevard Notre Dame, 13011 Marseille, France",Marseille,Superette,lundi: 07:00 – 19:30; mardi: 07:00 – 19:30; mercredi: 07:00 – 19:30; jeudi: 07:00 – 19:30; vendredi: 07:00 – 19:30; samedi: 07:00 – 19:30; dimanche: 08:00 – 13:00,100,4.8,0,2025-10-22,2025-10-24,Non,Oui
Le Paradis d'Epices SARL,"34 Rue d'Aubagne, 13001 Marseille, France",Marseille,Superette,lundi: 08:00 – 19:00; mardi: 08:00 – 19:00; mercredi: 08:00 – 19:00; jeudi: 08:00 – 19:00; vendredi: 08:00 – 19:00; samedi: 08:00 – 19:00; dimanche: 09:00 – 14:00,65,4.4,0,2025-10-22,2025-10-24,Non,Oui
Le parfum de Manon,"258 Bd Romain Rolland, 13009 Marseille, France",Marseille,Boucherie_traiteur_rotisseur,lundi: 08:00 – 13:00; mardi: 08:00 – 13:00; mercredi: 08:00 – 13:00; jeudi: 08:00 – 13:00; vendredi: 08:00 – 13:00; samedi: 08:00 – 13:00; dimanche: Fermé,65,4.8,1,2025-10-22,2025-10-24,Non,Oui
Le Primeur de Cantini,"Les Jardins de Castellane, 45 Av. Jules Cantini, 13006 Marseille, France",Marseille,Superette,lundi: 06:00 – 19:45; mardi: 06:00 – 19:45; mercredi: 06:00 – 19:45; jeudi: 06:00 – 19:45; vendredi: 06:00 – 19:45; samedi: 06:00 – 19:45; dimanche: 06:00 – 13:00,86,3.9,0,2025-10-22,2025-10-24,Non,Oui
Le Primeur De St. Tronc,"130 Rue François Mauriac, 13010 Marseille, France",Marseille,Superette,lundi: 06:00 – 20:00; mardi: 06:00 – 20:00; mercredi: 06:00 – 20:00; jeudi: 06:00 – 20:00; vendredi: 06:00 – 20:00; samedi: 06:00 – 20:00; dimanche: 07:00 – 13:00,75,4.2,0,2025-10-22,2025-10-24,Non,Oui
Le relais 50,"20 Quai du Port, 13002 Marseille, France",Marseille,Restaurant,"lundi: Fermé; mardi: 12:00 – 14:30, 19:00 – 21:30; mercredi: 12:00 – 14:30, 19:00 – 21:30; jeudi: 12:00 – 14:30, 19:00 – 21:30; vendredi: 12:00 – 14:30, 19:00 – 21:30; samedi: 12:00 – 14:30, 19:00 – 21:30; dimanche: Fermé",705,4.5,2,2025-10-22,2025-10-24,Non,Oui
Le Sommelier Rome,"2 rue Francis Davso, 42 Rue de Rome, 13001 Marseille, France",Marseille,Vin_Spritueux,lundi: Fermé; mardi: 10:30 – 18:30; mercredi: 10:30 – 18:30; jeudi: 10:30 – 18:30; vendredi: 10:30 – 18:30; samedi: 10:30 – 18:30; dimanche: Fermé,42,4.5,2,2025-10-22,2025-10-24,Non,Oui
Le Supermarche De La Mer,"49 Rue de l'Académie, 13011 Marseille, France",Marseille,Poissonnerie,lundi: 09:00 – 19:00; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 19:00; dimanche: Fermé,30,4.3,1,2025-10-22,2025-10-24,Non,Oui
Le Traiteur Voironnais,"9 Pl. Général Leclerc, 38500 Voiron, France",Voiron,Boucherie_traiteur_rotisseur,lundi: Fermé; mardi: 09:00 – 19:00; mercredi: 09:00 – 19:00; jeudi: 09:00 – 19:00; vendredi: 09:00 – 19:00; samedi: 09:00 – 15:00; dimanche: Fermé,97,4.8,2,2025-10-22,2025-10-24,Non,Oui
Le Verger De Manon,"192 Av. des Chartreux, 13004 Marseille, France",Marseille,Superette,lundi: 07:00 – 19:00; mardi: 07:00 – 19:00; mercredi: 07:00 – 19:00; jeudi: 07:00 – 19:00; vendredi: 07:00 – 19:00; samedi: 07:00 – 19:00; dimanche: Fermé,62,3.9,1,2025-10-22,2025-10-24,Non,Oui
Le Verger des Gourmets Primeur,"23 Av. Jean Perrot, 38100 Grenoble, France",Grenoble,Superette,"lundi: Fermé; mardi: 08:00 – 12:15, 14:30 – 18:00; mercredi: 08:00 – 12:15, 14:30 – 18:00; jeudi: 08:00 – 12:15, 14:30 – 18:00; vendredi: 08:00 – 12:15, 14:30 – 18:00; samedi: 08:00 – 13:00; dimanche: Fermé",33,4.5,2,2025-10-22,2025-10-24,Non,Oui
Le Vin Sobre La Plaine,"30 Rue Saint-Michel, 13006 Marseille, France",Marseille,Vin_Spritueux,"lundi: 15:30 – 20:00; mardi: 10:00 – 12:30, 15:30 – 20:00; mercredi: 10:00 – 12:30, 15:30 – 20:00; jeudi: 10:00 – 12:30, 15:30 – 20:00; vendredi: 10:00 – 12:30, 15:30 – 20:00; samedi: 10:00 – 12:30, 15:30 – 20:00; dimanche: 10:00 – 12:30",33,4.3,0,2025-10-22,2025-10-24,Non,Oui
Le Vin Sobre Mazargues,"2 Av. du Maréchal de Lattre de Tassigny, 13009 Marseille, France",Marseille,Vin_Spritueux,lundi: 15:00 – 19:30; mardi: 10:00 – 19:30; mercredi: 10:00 – 19:30; jeudi: 10:00 – 19:30; vendredi: 10:00 – 19:30; samedi: 10:00 – 19:30; dimanche: 10:00 – 13:00,77,4.5,0,2025-10-22,2025-10-24,Non,Oui
Le Vin Sobre Prado,"56 Rue Negresko, 13008 Marseille, France",Marseille,Vin_Spritueux,"lundi: 15:30 – 19:30; mardi: 10:00 – 12:30, 15:30 – 19:30; mercredi: 10:00 – 12:30, 15:30 – 19:30; jeudi: 10:00 – 12:30, 15:30 – 19:30; vendredi: 10:00 – 12:30, 15:30 – 19:30; samedi: 10:00 – 12:30, 15:30 – 19:30; dimanche: 10:00 – 12:30",77,4.6,0,2025-10-22,2025-10-24,Non,Oui
Le Vin sur la Main,"5 Rue Saint-Antoine, 13002 Marseille, France",Marseille,Vin_Spritueux,lundi: 17:00 – 23:00; mardi: 17:00 – 23:00; mercredi: 17:00 – 23:00; jeudi: 17:00 – 23:00; vendredi: 17:00 – 23:00; samedi: 17:00 – 23:00; dimanche: 17:00 – 23:00,185,4.8,0,2025-10-22,2025-10-24,Non,Oui
LES CANONS DE VAUBAN,"124 Boulevard Notre Dame, 13006 Marseille, France",Marseille,Vin_Spritueux,"lundi: Fermé; mardi: 09:30 – 13:00, 14:00 – 20:00; mercredi: 09:30 – 13:00, 14:00 – 20:00; jeudi: 09:30 – 13:00, 14:00 – 20:00; vendredi: 09:30 – 13:00, 14:00 – 20:00; samedi: 09:30 – 13:00, 14:00 – 20:00; dimanche: 09:30 – 13:00",57,4.9,1,2025-10-22,2025-10-24,Non,Oui
Les caves de Delibes,"343 Rue Paradis, 13008 Marseille, France",Marseille,Vin_Spritueux,"lundi: Fermé; mardi: 10:00 – 13:00, 16:00 – 20:00; mercredi: 10:00 – 13:00, 16:00 – 20:00; jeudi: 10:00 – 13:00, 16:00 – 20:00; vendredi: 10:00 – 13:00, 16:00 – 20:00; samedi: 10:00 – 13:00, 16:00 – 20:00; dimanche: Fermé",27,4.9,2,2025-10-22,2025-10-24,Non,Oui
Les Caves de l'Abbaye - Marseille 7ème,"99 Rue Sainte, 13007 Marseille, France",Marseille,Vin_Spritueux,lundi: 10:00 – 20:00; mardi: 10:00 – 20:00; mercredi: 10:00 – 20:00; jeudi: 10:00 – 20:00; vendredi: 10:00 – 20:00; samedi: 10:00 – 20:00; dimanche: Fermé,80,4.8,1,2025-10-22,2025-10-24,Non,Oui
